Driver,DriverNumber,LapNumber,Stint,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapStartTime_s
RUS,63,54.0,2.0,197.0,183.0,260.0,273.0,False,MEDIUM,53.0,True,Mercedes,2024-05-26 14:54:53.842,1,5.0,False,,False,True,10008.453
RUS,63,55.0,2.0,202.0,190.0,259.0,275.0,True,MEDIUM,54.0,True,Mercedes,2024-05-26 14:56:12.043,1,5.0,False,,False,True,10086.654
RUS,63,56.0,2.0,207.0,193.0,260.0,276.0,True,MEDIUM,55.0,True,Mercedes,2024-05-26 14:57:29.348,1,5.0,False,,False,True,10163.959
RUS,63,57.0,2.0,203.0,191.0,261.0,278.0,True,MEDIUM,56.0,True,Mercedes,2024-05-26 14:58:46.419,1,5.0,False,,False,True,10241.03
RUS,63,58.0,2.0,206.0,191.0,259.0,278.0,False,MEDIUM,57.0,True,Mercedes,2024-05-26 15:00:03.329,1,5.0,False,,False,True,10317.94
RUS,63,59.0,2.0,204.0,193.0,261.0,281.0,True,MEDIUM,58.0,True,Mercedes,2024-05-26 15:01:20.471,1,5.0,False,,False,True,10395.082
RUS,63,60.0,2.0,204.0,191.0,260.0,282.0,True,MEDIUM,59.0,True,Mercedes,2024-05-26 15:02:37.313,1,5.0,False,,False,True,10471.924
RUS,63,61.0,2.0,204.0,193.0,262.0,280.0,False,MEDIUM,60.0,True,Mercedes,2024-05-26 15:03:53.917,1,5.0,False,,False,True,10548.528
RUS,63,62.0,2.0,201.0,189.0,262.0,281.0,False,MEDIUM,61.0,True,Mercedes,2024-05-26 15:05:10.614,1,5.0,False,,False,True,10625.225
RUS,63,63.0,2.0,202.0,195.0,263.0,281.0,True,MEDIUM,62.0,True,Mercedes,2024-05-26 15:06:27.401,1,5.0,False,,False,True,10702.012
RUS,63,64.0,2.0,206.0,194.0,259.0,279.0,True,MEDIUM,63.0,True,Mercedes,2024-05-26 15:07:43.982,1,5.0,False,,False,True,10778.593
RUS,63,65.0,2.0,200.0,191.0,262.0,279.0,True,MEDIUM,64.0,True,Mercedes,2024-05-26 15:09:00.115,1,5.0,False,,False,True,10854.726
RUS,63,66.0,2.0,205.0,194.0,260.0,279.0,False,MEDIUM,65.0,True,Mercedes,2024-05-26 15:10:15.766,1,5.0,False,,False,True,10930.377
RUS,63,67.0,2.0,204.0,192.0,260.0,279.0,False,MEDIUM,66.0,True,Mercedes,2024-05-26 15:11:31.614,1,5.0,False,,False,True,11006.225
RUS,63,68.0,2.0,205.0,192.0,261.0,280.0,False,MEDIUM,67.0,True,Mercedes,2024-05-26 15:12:47.771,1,5.0,False,,False,True,11082.382
RUS,63,69.0,2.0,204.0,193.0,260.0,279.0,False,MEDIUM,68.0,True,Mercedes,2024-05-26 15:14:03.702,1,5.0,False,,False,True,11158.313
RUS,63,70.0,2.0,209.0,196.0,261.0,281.0,True,MEDIUM,69.0,True,Mercedes,2024-05-26 15:15:19.571,1,5.0,False,,False,True,11234.182
RUS,63,71.0,2.0,206.0,193.0,262.0,282.0,False,MEDIUM,70.0,True,Mercedes,2024-05-26 15:16:34.822,1,5.0,False,,False,True,11309.433
RUS,63,72.0,2.0,207.0,195.0,260.0,282.0,False,MEDIUM,71.0,True,Mercedes,2024-05-26 15:17:50.649,1,5.0,False,,False,True,11385.26
RUS,63,73.0,2.0,210.0,197.0,262.0,281.0,True,MEDIUM,72.0,True,Mercedes,2024-05-26 15:19:06.488,1,5.0,False,,False,True,11461.099
RUS,63,74.0,2.0,206.0,195.0,262.0,282.0,False,MEDIUM,73.0,True,Mercedes,2024-05-26 15:20:21.716,1,5.0,False,,False,True,11536.327
RUS,63,75.0,2.0,208.0,195.0,262.0,282.0,False,MEDIUM,74.0,True,Mercedes,2024-05-26 15:21:37.092,1,5.0,False,,False,True,11611.703
RUS,63,76.0,2.0,207.0,192.0,262.0,283.0,False,MEDIUM,75.0,True,Mercedes,2024-05-26 15:22:52.617,1,5.0,False,,False,True,11687.228
RUS,63,77.0,2.0,209.0,194.0,264.0,283.0,False,MEDIUM,76.0,True,Mercedes,2024-05-26 15:24:08.370,1,5.0,False,,False,True,11762.981
RUS,63,78.0,2.0,200.0,193.0,263.0,285.0,False,MEDIUM,77.0,True,Mercedes,2024-05-26 15:25:23.902,1,5.0,False,,False,True,11838.513
VER,1,1.0,1.0,162.0,68.0,,274.0,False,HARD,1.0,True,Red Bull Racing,2024-05-26 13:03:11.069,1254,6.0,False,,False,False,3305.68
VER,1,2.0,2.0,189.0,185.0,78.0,255.0,False,MEDIUM,1.0,True,Red Bull Racing,2024-05-26 13:44:00.122,14,6.0,False,,False,False,5754.733
VER,1,3.0,2.0,169.0,179.0,256.0,266.0,True,MEDIUM,2.0,True,Red Bull Racing,2024-05-26 13:47:07.729,1,6.0,False,,False,True,5942.34
VER,1,4.0,2.0,166.0,173.0,256.0,262.0,True,MEDIUM,3.0,True,Red Bull Racing,2024-05-26 13:48:33.473,1,6.0,False,,False,True,6028.084
VER,1,5.0,2.0,160.0,172.0,256.0,259.0,False,MEDIUM,4.0,True,Red Bull Racing,2024-05-26 13:49:56.748,1,6.0,False,,False,True,6111.359
VER,1,6.0,2.0,166.0,172.0,254.0,258.0,False,MEDIUM,5.0,True,Red Bull Racing,2024-05-26 13:51:20.148,1,6.0,False,,False,True,6194.759
VER,1,7.0,2.0,168.0,172.0,256.0,263.0,True,MEDIUM,6.0,True,Red Bull Racing,2024-05-26 13:52:43.935,1,6.0,False,,False,True,6278.546
VER,1,8.0,2.0,169.0,176.0,254.0,262.0,False,MEDIUM,7.0,True,Red Bull Racing,2024-05-26 13:54:05.218,1,6.0,False,,False,True,6359.829
VER,1,9.0,2.0,173.0,177.0,254.0,263.0,False,MEDIUM,8.0,True,Red Bull Racing,2024-05-26 13:55:26.875,1,6.0,False,,False,True,6441.486
VER,1,10.0,2.0,168.0,179.0,255.0,263.0,True,MEDIUM,9.0,True,Red Bull Racing,2024-05-26 13:56:48.615,1,6.0,False,,False,True,6523.226
VER,1,11.0,2.0,175.0,174.0,254.0,259.0,False,MEDIUM,10.0,True,Red Bull Racing,2024-05-26 13:58:09.859,1,6.0,False,,False,True,6604.47
VER,1,12.0,2.0,175.0,181.0,254.0,263.0,True,MEDIUM,11.0,True,Red Bull Racing,2024-05-26 13:59:31.351,1,6.0,False,,False,True,6685.962
VER,1,13.0,2.0,176.0,175.0,256.0,261.0,True,MEDIUM,12.0,True,Red Bull Racing,2024-05-26 14:00:52.010,1,6.0,False,,False,True,6766.621
VER,1,14.0,2.0,175.0,181.0,255.0,264.0,True,MEDIUM,13.0,True,Red Bull Racing,2024-05-26 14:02:11.914,1,6.0,False,,False,True,6846.525
VER,1,15.0,2.0,172.0,182.0,255.0,263.0,False,MEDIUM,14.0,True,Red Bull Racing,2024-05-26 14:03:31.637,1,6.0,False,,False,True,6926.248
VER,1,16.0,2.0,166.0,180.0,256.0,260.0,False,MEDIUM,15.0,True,Red Bull Racing,2024-05-26 14:04:52.007,1,6.0,False,,False,True,7006.618
VER,1,17.0,2.0,172.0,182.0,255.0,261.0,False,MEDIUM,16.0,True,Red Bull Racing,2024-05-26 14:06:12.294,1,6.0,False,,False,True,7086.905
VER,1,18.0,2.0,179.0,185.0,256.0,265.0,True,MEDIUM,17.0,True,Red Bull Racing,2024-05-26 14:07:32.192,1,6.0,False,,False,True,7166.803
VER,1,19.0,2.0,172.0,184.0,256.0,264.0,False,MEDIUM,18.0,True,Red Bull Racing,2024-05-26 14:08:51.772,1,6.0,False,,False,True,7246.383
VER,1,20.0,2.0,169.0,181.0,256.0,265.0,False,MEDIUM,19.0,True,Red Bull Racing,2024-05-26 14:10:11.943,1,6.0,False,,False,True,7326.554
VER,1,21.0,2.0,172.0,180.0,256.0,263.0,False,MEDIUM,20.0,True,Red Bull Racing,2024-05-26 14:11:31.829,1,6.0,False,,False,True,7406.44
VER,1,22.0,2.0,170.0,185.0,256.0,264.0,False,MEDIUM,21.0,True,Red Bull Racing,2024-05-26 14:12:52.084,1,6.0,False,,False,True,7486.695
VER,1,23.0,2.0,186.0,184.0,256.0,264.0,True,MEDIUM,22.0,True,Red Bull Racing,2024-05-26 14:14:11.897,1,6.0,False,,False,True,7566.508
VER,1,24.0,2.0,182.0,185.0,257.0,263.0,False,MEDIUM,23.0,True,Red Bull Racing,2024-05-26 14:15:30.876,1,6.0,False,,False,True,7645.487
VER,1,25.0,2.0,177.0,184.0,255.0,263.0,False,MEDIUM,24.0,True,Red Bull Racing,2024-05-26 14:16:50.240,1,6.0,False,,False,True,7724.851
VER,1,26.0,2.0,179.0,189.0,256.0,263.0,True,MEDIUM,25.0,True,Red Bull Racing,2024-05-26 14:18:09.620,1,6.0,False,,False,True,7804.231
VER,1,27.0,2.0,184.0,186.0,256.0,263.0,True,MEDIUM,26.0,True,Red Bull Racing,2024-05-26 14:19:28.438,1,6.0,False,,False,True,7883.049
VER,1,28.0,2.0,194.0,188.0,257.0,263.0,True,MEDIUM,27.0,True,Red Bull Racing,2024-05-26 14:20:47.235,1,6.0,False,,False,True,7961.846
VER,1,29.0,2.0,189.0,188.0,256.0,263.0,False,MEDIUM,28.0,True,Red Bull Racing,2024-05-26 14:22:05.917,1,6.0,False,,False,True,8040.528
VER,1,30.0,2.0,182.0,189.0,255.0,264.0,True,MEDIUM,29.0,True,Red Bull Racing,2024-05-26 14:23:24.712,1,6.0,False,,False,True,8119.323
VER,1,31.0,2.0,194.0,189.0,257.0,264.0,True,MEDIUM,30.0,True,Red Bull Racing,2024-05-26 14:24:43.286,1,6.0,False,,False,True,8197.897
VER,1,32.0,2.0,184.0,187.0,258.0,265.0,False,MEDIUM,31.0,True,Red Bull Racing,2024-05-26 14:26:01.850,1,6.0,False,,False,True,8276.461
VER,1,33.0,2.0,176.0,188.0,256.0,264.0,False,MEDIUM,32.0,True,Red Bull Racing,2024-05-26 14:27:20.833,1,6.0,False,,False,True,8355.444
VER,1,34.0,2.0,184.0,185.0,256.0,264.0,False,MEDIUM,33.0,True,Red Bull Racing,2024-05-26 14:28:39.838,1,6.0,False,,False,True,8434.449
VER,1,35.0,2.0,173.0,184.0,257.0,266.0,False,MEDIUM,34.0,True,Red Bull Racing,2024-05-26 14:29:59.432,1,6.0,False,,False,True,8514.043
VER,1,36.0,2.0,176.0,186.0,257.0,264.0,False,MEDIUM,35.0,True,Red Bull Racing,2024-05-26 14:31:19.639,1,6.0,False,,False,True,8594.25
VER,1,37.0,2.0,187.0,189.0,257.0,263.0,False,MEDIUM,36.0,True,Red Bull Racing,2024-05-26 14:32:39.273,1,6.0,False,,False,True,8673.884
VER,1,38.0,2.0,191.0,187.0,257.0,264.0,False,MEDIUM,37.0,True,Red Bull Racing,2024-05-26 14:33:58.702,1,6.0,False,,False,True,8753.313
VER,1,39.0,2.0,192.0,187.0,258.0,264.0,True,MEDIUM,38.0,True,Red Bull Racing,2024-05-26 14:35:17.546,1,6.0,False,,False,True,8832.157
VER,1,40.0,2.0,190.0,189.0,257.0,264.0,False,MEDIUM,39.0,True,Red Bull Racing,2024-05-26 14:36:35.872,1,6.0,False,,False,True,8910.483
VER,1,41.0,2.0,187.0,191.0,258.0,264.0,True,MEDIUM,40.0,True,Red Bull Racing,2024-05-26 14:37:54.281,1,6.0,False,,False,True,8988.892
VER,1,42.0,2.0,180.0,188.0,257.0,264.0,True,MEDIUM,41.0,True,Red Bull Racing,2024-05-26 14:39:12.364,1,6.0,False,,False,True,9066.975
VER,1,43.0,2.0,187.0,189.0,258.0,266.0,False,MEDIUM,42.0,True,Red Bull Racing,2024-05-26 14:40:30.438,1,6.0,False,,False,True,9145.049
VER,1,44.0,2.0,192.0,189.0,257.0,266.0,False,MEDIUM,43.0,True,Red Bull Racing,2024-05-26 14:41:48.796,1,6.0,False,,False,True,9223.407
VER,1,45.0,2.0,179.0,187.0,258.0,267.0,False,MEDIUM,44.0,True,Red Bull Racing,2024-05-26 14:43:07.201,1,6.0,False,,False,True,9301.812
VER,1,46.0,2.0,179.0,189.0,258.0,268.0,False,MEDIUM,45.0,True,Red Bull Racing,2024-05-26 14:44:25.514,1,6.0,False,,False,True,9380.125
VER,1,47.0,2.0,192.0,189.0,258.0,268.0,False,MEDIUM,46.0,True,Red Bull Racing,2024-05-26 14:45:43.717,1,6.0,False,,False,True,9458.328
VER,1,48.0,2.0,194.0,187.0,259.0,268.0,False,MEDIUM,47.0,True,Red Bull Racing,2024-05-26 14:47:02.254,1,6.0,False,,False,True,9536.865
VER,1,49.0,2.0,184.0,189.0,267.0,268.0,False,MEDIUM,48.0,True,Red Bull Racing,2024-05-26 14:48:20.591,1,6.0,False,,False,True,9615.202
VER,1,50.0,2.0,185.0,193.0,259.0,267.0,False,MEDIUM,49.0,True,Red Bull Racing,2024-05-26 14:49:39.068,1,6.0,False,,False,True,9693.679
VER,1,51.0,2.0,191.0,188.0,260.0,266.0,False,MEDIUM,50.0,True,Red Bull Racing,2024-05-26 14:50:57.948,1,6.0,False,,False,True,9772.559
VER,1,52.0,2.0,199.0,192.0,,278.0,False,MEDIUM,51.0,True,Red Bull Racing,2024-05-26 14:52:16.090,12,6.0,False,,False,False,9850.701
VER,1,53.0,3.0,201.0,194.0,260.0,266.0,False,HARD,2.0,False,Red Bull Racing,2024-05-26 14:53:49.995,1,6.0,False,,False,False,9944.606
VER,1,54.0,3.0,197.0,192.0,259.0,271.0,True,HARD,3.0,False,Red Bull Racing,2024-05-26 14:55:08.719,1,6.0,False,,False,True,10023.33
VER,1,55.0,3.0,203.0,197.0,259.0,265.0,True,HARD,4.0,False,Red Bull Racing,2024-05-26 14:56:24.534,1,6.0,False,,False,True,10099.145
VER,1,56.0,3.0,205.0,195.0,259.0,267.0,False,HARD,5.0,False,Red Bull Racing,2024-05-26 14:57:39.932,1,6.0,False,,False,True,10174.543
VER,1,57.0,3.0,198.0,198.0,259.0,266.0,False,HARD,6.0,False,Red Bull Racing,2024-05-26 14:58:55.398,1,6.0,False,,False,True,10250.009
VER,1,58.0,3.0,208.0,198.0,259.0,265.0,True,HARD,7.0,False,Red Bull Racing,2024-05-26 15:00:11.579,1,6.0,False,,False,True,10326.19
VER,1,59.0,3.0,208.0,196.0,259.0,266.0,False,HARD,8.0,False,Red Bull Racing,2024-05-26 15:01:26.148,1,6.0,False,,False,True,10400.759
VER,1,60.0,3.0,208.0,199.0,266.0,268.0,False,HARD,9.0,False,Red Bull Racing,2024-05-26 15:02:40.896,1,6.0,False,,False,True,10475.507
VER,1,61.0,3.0,206.0,198.0,267.0,269.0,False,HARD,10.0,False,Red Bull Racing,2024-05-26 15:03:56.134,1,6.0,False,,False,True,10550.745
VER,1,62.0,3.0,197.0,193.0,270.0,283.0,False,HARD,11.0,False,Red Bull Racing,2024-05-26 15:05:11.255,1,6.0,False,,False,True,10625.866
VER,1,63.0,3.0,205.0,195.0,269.0,284.0,False,HARD,12.0,False,Red Bull Racing,2024-05-26 15:06:27.816,1,6.0,False,,False,True,10702.427
VER,1,64.0,3.0,200.0,193.0,265.0,281.0,False,HARD,13.0,False,Red Bull Racing,2024-05-26 15:07:44.363,1,6.0,False,,False,True,10778.974
VER,1,65.0,3.0,204.0,197.0,267.0,282.0,False,HARD,14.0,False,Red Bull Racing,2024-05-26 15:09:00.982,1,6.0,False,,False,True,10855.593
VER,1,66.0,3.0,202.0,191.0,266.0,281.0,False,HARD,15.0,False,Red Bull Racing,2024-05-26 15:10:16.450,1,6.0,False,,False,True,10931.061
VER,1,67.0,3.0,194.0,194.0,259.0,281.0,False,HARD,16.0,False,Red Bull Racing,2024-05-26 15:11:32.571,1,6.0,False,,False,True,11007.182
VER,1,68.0,3.0,194.0,194.0,260.0,281.0,False,HARD,17.0,False,Red Bull Racing,2024-05-26 15:12:48.847,1,6.0,False,,False,True,11083.458
VER,1,69.0,3.0,195.0,198.0,268.0,282.0,False,HARD,18.0,False,Red Bull Racing,2024-05-26 15:14:04.801,1,6.0,False,,False,True,11159.412
VER,1,70.0,3.0,202.0,198.0,269.0,283.0,False,HARD,19.0,False,Red Bull Racing,2024-05-26 15:15:20.264,1,6.0,False,,False,True,11234.875
VER,1,71.0,3.0,204.0,194.0,268.0,284.0,False,HARD,20.0,False,Red Bull Racing,2024-05-26 15:16:35.713,1,6.0,False,,False,True,11310.324
VER,1,72.0,3.0,205.0,193.0,268.0,284.0,False,HARD,21.0,False,Red Bull Racing,2024-05-26 15:17:51.372,1,6.0,False,,False,True,11385.983
VER,1,73.0,3.0,208.0,193.0,269.0,283.0,False,HARD,22.0,False,Red Bull Racing,2024-05-26 15:19:07.105,1,6.0,False,,False,True,11461.716
VER,1,74.0,3.0,205.0,197.0,269.0,283.0,False,HARD,23.0,False,Red Bull Racing,2024-05-26 15:20:22.541,1,6.0,False,,False,True,11537.152
VER,1,75.0,3.0,207.0,196.0,270.0,284.0,False,HARD,24.0,False,Red Bull Racing,2024-05-26 15:21:37.921,1,6.0,False,,False,True,11612.532
VER,1,76.0,3.0,202.0,195.0,270.0,285.0,False,HARD,25.0,False,Red Bull Racing,2024-05-26 15:22:53.317,1,6.0,False,,False,True,11687.928
VER,1,77.0,3.0,208.0,195.0,270.0,286.0,False,HARD,26.0,False,Red Bull Racing,2024-05-26 15:24:08.958,1,6.0,False,,False,True,11763.569
VER,1,78.0,3.0,207.0,194.0,267.0,286.0,False,HARD,27.0,False,Red Bull Racing,2024-05-26 15:25:24.501,1,6.0,False,,False,True,11839.112
HAM,44,1.0,1.0,159.0,69.0,,271.0,False,HARD,1.0,True,Mercedes,2024-05-26 13:03:11.069,1254,7.0,False,,False,False,3305.68
HAM,44,2.0,2.0,186.0,181.0,92.0,253.0,False,MEDIUM,1.0,True,Mercedes,2024-05-26 13:44:00.122,14,7.0,False,,False,False,5754.733
HAM,44,3.0,2.0,160.0,174.0,254.0,271.0,True,MEDIUM,2.0,True,Mercedes,2024-05-26 13:47:07.958,1,7.0,False,,False,True,5942.569
HAM,44,4.0,2.0,172.0,178.0,256.0,269.0,True,MEDIUM,3.0,True,Mercedes,2024-05-26 13:48:35.016,1,7.0,False,,False,True,6029.627
HAM,44,5.0,2.0,173.0,176.0,254.0,269.0,False,MEDIUM,4.0,True,Mercedes,2024-05-26 13:49:58.392,1,7.0,False,,False,True,6113.003
HAM,44,6.0,2.0,189.0,171.0,255.0,276.0,True,MEDIUM,5.0,True,Mercedes,2024-05-26 13:51:22.032,1,7.0,False,,False,True,6196.643
HAM,44,7.0,2.0,185.0,184.0,256.0,277.0,True,MEDIUM,6.0,True,Mercedes,2024-05-26 13:52:45.401,1,7.0,False,,False,True,6280.012
HAM,44,8.0,2.0,189.0,180.0,255.0,272.0,False,MEDIUM,7.0,True,Mercedes,2024-05-26 13:54:06.864,1,7.0,False,,False,True,6361.475
HAM,44,9.0,2.0,182.0,176.0,256.0,276.0,False,MEDIUM,8.0,True,Mercedes,2024-05-26 13:55:28.476,1,7.0,False,,False,True,6443.087
HAM,44,10.0,2.0,189.0,178.0,258.0,272.0,True,MEDIUM,9.0,True,Mercedes,2024-05-26 13:56:50.327,1,7.0,False,,False,True,6524.938
HAM,44,11.0,2.0,185.0,178.0,257.0,272.0,True,MEDIUM,10.0,True,Mercedes,2024-05-26 13:58:11.764,1,7.0,False,,False,True,6606.375
HAM,44,12.0,2.0,184.0,182.0,258.0,273.0,True,MEDIUM,11.0,True,Mercedes,2024-05-26 13:59:33.089,1,7.0,False,,False,True,6687.7
HAM,44,13.0,2.0,190.0,185.0,257.0,271.0,True,MEDIUM,12.0,True,Mercedes,2024-05-26 14:00:54.253,1,7.0,False,,False,True,6768.864
HAM,44,14.0,2.0,184.0,181.0,258.0,273.0,True,MEDIUM,13.0,True,Mercedes,2024-05-26 14:02:14.424,1,7.0,False,,False,True,6849.035
HAM,44,15.0,2.0,189.0,185.0,258.0,272.0,True,MEDIUM,14.0,True,Mercedes,2024-05-26 14:03:34.550,1,7.0,False,,False,True,6929.161
HAM,44,16.0,2.0,185.0,183.0,258.0,276.0,False,MEDIUM,15.0,True,Mercedes,2024-05-26 14:04:54.521,1,7.0,False,,False,True,7009.132
HAM,44,17.0,2.0,188.0,185.0,258.0,271.0,True,MEDIUM,16.0,True,Mercedes,2024-05-26 14:06:14.905,1,7.0,False,,False,True,7089.516
HAM,44,18.0,2.0,190.0,186.0,258.0,272.0,False,MEDIUM,17.0,True,Mercedes,2024-05-26 14:07:34.643,1,7.0,False,,False,True,7169.254
HAM,44,19.0,2.0,190.0,176.0,258.0,274.0,False,MEDIUM,18.0,True,Mercedes,2024-05-26 14:08:54.680,1,7.0,False,,False,True,7249.291
HAM,44,20.0,2.0,180.0,180.0,258.0,273.0,False,MEDIUM,19.0,True,Mercedes,2024-05-26 14:10:14.554,1,7.0,False,,False,True,7329.165
HAM,44,21.0,2.0,193.0,183.0,259.0,272.0,False,MEDIUM,20.0,True,Mercedes,2024-05-26 14:11:35.058,1,7.0,False,,False,True,7409.669
HAM,44,22.0,2.0,186.0,186.0,258.0,269.0,False,MEDIUM,21.0,True,Mercedes,2024-05-26 14:12:54.818,1,7.0,False,,False,True,7489.429
HAM,44,23.0,2.0,194.0,187.0,259.0,269.0,True,MEDIUM,22.0,True,Mercedes,2024-05-26 14:14:15.408,1,7.0,False,,False,True,7570.019
HAM,44,24.0,2.0,196.0,187.0,259.0,272.0,True,MEDIUM,23.0,True,Mercedes,2024-05-26 14:15:34.497,1,7.0,False,,False,True,7649.108
HAM,44,25.0,2.0,188.0,181.0,258.0,273.0,False,MEDIUM,24.0,True,Mercedes,2024-05-26 14:16:53.282,1,7.0,False,,False,True,7727.893
HAM,44,26.0,2.0,193.0,185.0,258.0,275.0,False,MEDIUM,25.0,True,Mercedes,2024-05-26 14:18:12.624,1,7.0,False,,False,True,7807.235
HAM,44,27.0,2.0,197.0,186.0,258.0,273.0,True,MEDIUM,26.0,True,Mercedes,2024-05-26 14:19:32.486,1,7.0,False,,False,True,7887.097
HAM,44,28.0,2.0,192.0,188.0,259.0,275.0,False,MEDIUM,27.0,True,Mercedes,2024-05-26 14:20:51.035,1,7.0,False,,False,True,7965.646
HAM,44,29.0,2.0,193.0,189.0,259.0,276.0,False,MEDIUM,28.0,True,Mercedes,2024-05-26 14:22:09.622,1,7.0,False,,False,True,8044.233
HAM,44,30.0,2.0,192.0,189.0,258.0,276.0,True,MEDIUM,29.0,True,Mercedes,2024-05-26 14:23:28.562,1,7.0,False,,False,True,8123.173
HAM,44,31.0,2.0,196.0,191.0,258.0,276.0,False,MEDIUM,30.0,True,Mercedes,2024-05-26 14:24:46.933,1,7.0,False,,False,True,8201.544
HAM,44,32.0,2.0,194.0,183.0,259.0,275.0,False,MEDIUM,31.0,True,Mercedes,2024-05-26 14:26:05.404,1,7.0,False,,False,True,8280.015
HAM,44,33.0,2.0,190.0,186.0,259.0,274.0,False,MEDIUM,32.0,True,Mercedes,2024-05-26 14:27:24.022,1,7.0,False,,False,True,8358.633
HAM,44,34.0,2.0,192.0,191.0,259.0,274.0,False,MEDIUM,33.0,True,Mercedes,2024-05-26 14:28:42.768,1,7.0,False,,False,True,8437.379
HAM,44,35.0,2.0,183.0,184.0,260.0,275.0,False,MEDIUM,34.0,True,Mercedes,2024-05-26 14:30:01.628,1,7.0,False,,False,True,8516.239
HAM,44,36.0,2.0,189.0,181.0,259.0,275.0,False,MEDIUM,35.0,True,Mercedes,2024-05-26 14:31:21.146,1,7.0,False,,False,True,8595.757
HAM,44,37.0,2.0,188.0,189.0,261.0,277.0,False,MEDIUM,36.0,True,Mercedes,2024-05-26 14:32:41.794,1,7.0,False,,False,True,8676.405
HAM,44,38.0,2.0,184.0,183.0,259.0,272.0,False,MEDIUM,37.0,True,Mercedes,2024-05-26 14:34:00.399,1,7.0,False,,False,True,8755.01
HAM,44,39.0,2.0,191.0,188.0,260.0,275.0,False,MEDIUM,38.0,True,Mercedes,2024-05-26 14:35:20.913,1,7.0,False,,False,True,8835.524
HAM,44,40.0,2.0,196.0,187.0,259.0,275.0,False,MEDIUM,39.0,True,Mercedes,2024-05-26 14:36:39.856,1,7.0,False,,False,True,8914.467
HAM,44,41.0,2.0,193.0,186.0,259.0,275.0,False,MEDIUM,40.0,True,Mercedes,2024-05-26 14:37:58.529,1,7.0,False,,False,True,8993.14
HAM,44,42.0,2.0,201.0,193.0,259.0,276.0,True,MEDIUM,41.0,True,Mercedes,2024-05-26 14:39:17.475,1,7.0,False,,False,True,9072.086
HAM,44,43.0,2.0,198.0,193.0,260.0,276.0,False,MEDIUM,42.0,True,Mercedes,2024-05-26 14:40:35.017,1,7.0,False,,False,True,9149.628
HAM,44,44.0,2.0,198.0,192.0,259.0,275.0,False,MEDIUM,43.0,True,Mercedes,2024-05-26 14:41:52.884,1,7.0,False,,False,True,9227.495
HAM,44,45.0,2.0,196.0,186.0,260.0,275.0,False,MEDIUM,44.0,True,Mercedes,2024-05-26 14:43:11.109,1,7.0,False,,False,True,9305.72
HAM,44,46.0,2.0,197.0,192.0,260.0,277.0,False,MEDIUM,45.0,True,Mercedes,2024-05-26 14:44:29.265,1,7.0,False,,False,True,9383.876
HAM,44,47.0,2.0,189.0,191.0,259.0,276.0,False,MEDIUM,46.0,True,Mercedes,2024-05-26 14:45:47.369,1,7.0,False,,False,True,9461.98
HAM,44,48.0,2.0,196.0,190.0,262.0,280.0,False,MEDIUM,47.0,True,Mercedes,2024-05-26 14:47:05.700,1,7.0,False,,False,True,9540.311
HAM,44,49.0,2.0,200.0,190.0,263.0,282.0,True,MEDIUM,48.0,True,Mercedes,2024-05-26 14:48:23.531,1,7.0,False,,False,True,9618.142
HAM,44,50.0,2.0,186.0,191.0,261.0,280.0,False,MEDIUM,49.0,True,Mercedes,2024-05-26 14:49:40.929,1,7.0,False,,False,True,9695.54
HAM,44,51.0,2.0,194.0,190.0,,279.0,False,MEDIUM,50.0,True,Mercedes,2024-05-26 14:50:59.390,1,7.0,False,,False,False,9774.001
HAM,44,52.0,3.0,187.0,194.0,259.0,279.0,False,HARD,2.0,False,Mercedes,2024-05-26 14:52:34.599,12,7.0,False,,False,False,9869.21
HAM,44,53.0,3.0,197.0,192.0,262.0,283.0,True,HARD,3.0,False,Mercedes,2024-05-26 14:53:54.301,1,7.0,False,,False,True,9948.912
HAM,44,54.0,3.0,204.0,190.0,262.0,285.0,True,HARD,4.0,False,Mercedes,2024-05-26 14:55:10.759,1,7.0,False,,False,True,10025.37
HAM,44,55.0,3.0,195.0,195.0,261.0,281.0,False,HARD,5.0,False,Mercedes,2024-05-26 14:56:27.147,1,7.0,False,,False,True,10101.758
HAM,44,56.0,3.0,209.0,195.0,260.0,281.0,True,HARD,6.0,False,Mercedes,2024-05-26 14:57:43.639,1,7.0,False,,False,True,10178.25
HAM,44,57.0,3.0,187.0,188.0,262.0,280.0,False,HARD,7.0,False,Mercedes,2024-05-26 14:58:58.062,1,7.0,False,,False,True,10252.673
HAM,44,58.0,3.0,198.0,188.0,261.0,282.0,False,HARD,8.0,False,Mercedes,2024-05-26 15:00:15.919,1,7.0,True,TRACK LIMITS AT TURN 10 LAP 58 ,False,True,10330.53
HAM,44,59.0,3.0,213.0,199.0,261.0,280.0,True,HARD,9.0,False,Mercedes,2024-05-26 15:01:32.774,1,7.0,False,,False,True,10407.385
HAM,44,60.0,3.0,203.0,194.0,263.0,280.0,False,HARD,10.0,False,Mercedes,2024-05-26 15:02:46.978,1,7.0,False,,False,True,10481.589
HAM,44,61.0,3.0,206.0,197.0,263.0,282.0,False,HARD,11.0,False,Mercedes,2024-05-26 15:04:02.826,1,7.0,False,,False,True,10557.437
