Speed,Throttle,Brake,RPM,nGear,DRS,Distance,Driver,Lap,Year,Track,Time_s
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,578.329
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,578.4
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,578.609
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,578.62
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,578.881
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,578.929
0.0,104.0,True,0.0,0,1,3120.462777777777,OCO,1.0,2024,Monaco,579.101
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,579.169
0.0,104.0,True,0.0,0,1,3120.4627777777773,OCO,1.0,2024,Monaco,579.28
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,579.449
0.0,104.0,True,0.0,0,1,3120.462777777778,OCO,1.0,2024,Monaco,579.601
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,579.729
0.0,104.0,True,0.0,0,1,3120.4627777777773,OCO,1.0,2024,Monaco,579.82
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,579.969
0.0,104.0,True,0.0,0,1,3120.462777777777,OCO,1.0,2024,Monaco,580.141
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,580.209
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,580.34
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,580.409
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,580.541
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,580.569
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,580.801
0.0,104.0,True,0.0,0,1,3120.462777777776,OCO,1.0,2024,Monaco,581.001
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,581.049
0.0,104.0,True,0.0,0,1,3120.462777777777,OCO,1.0,2024,Monaco,581.241
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,581.289
0.0,104.0,True,0.0,0,1,3120.462777777777,OCO,1.0,2024,Monaco,581.401
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,581.529
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,581.769
0.0,104.0,True,0.0,0,1,3120.462777777777,OCO,1.0,2024,Monaco,581.801
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,582.041
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,582.049
0.0,104.0,True,0.0,0,1,3120.462777777777,OCO,1.0,2024,Monaco,582.241
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,582.29
0.0,104.0,True,0.0,0,1,3120.4627777777773,OCO,1.0,2024,Monaco,582.481
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,582.49
0.0,104.0,True,0.0,0,1,3120.462777777777,OCO,1.0,2024,Monaco,582.681
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,582.73
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,582.921
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,583.13
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,583.221
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,583.289
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,583.402
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,583.581
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,583.689
0.0,104.0,True,0.0,0,1,3120.4627777777773,OCO,1.0,2024,Monaco,583.901
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,584.049
0.0,104.0,True,0.0,0,1,3120.462777777777,OCO,1.0,2024,Monaco,584.12
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,584.209
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,584.38
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,584.489
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,584.66
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,584.729
0.0,104.0,True,0.0,0,1,3120.462777777777,OCO,1.0,2024,Monaco,584.96
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,585.009
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,585.209
0.0,104.0,True,0.0,0,1,3120.4627777777755,OCO,1.0,2024,Monaco,585.341
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,585.489
0.0,104.0,True,0.0,0,1,3120.462777777776,OCO,1.0,2024,Monaco,585.52
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,585.729
0.0,104.0,True,0.0,0,1,3120.462777777777,OCO,1.0,2024,Monaco,585.78
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,585.929
0.0,104.0,True,0.0,0,1,3120.462777777777,OCO,1.0,2024,Monaco,585.941
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,586.141
0.0,104.0,True,0.0,0,1,3120.4627777777764,OCO,1.0,2024,Monaco,586.329
